Name,Latitude,Longitude,Votes,Rating,Category,City
Homemade Taqueria - Corona,40.7487764,-73.86922315,46,3.5,Mexican,New York
Hometown Bar-B-Que,40.67489657,-74.01604897,1303,4,BBQ,New York
Hometown Bar-B-Que,40.65649,-74.0062705,12,3.5,BBQ,New York
Hometown Dumpling,40.77549,-73.94767,37,4.5,BBQ,New York
Hometown Hotpot & BBQ,40.71931,-73.99689,1178,4,BBQ,New York
Horus Café on A,40.727917,-73.982006,338,3,Mediterranean,New York
Hot Jalapeño,40.79764445,-73.93908644,74,3.5,Mexican,New York
Hot Kitchen Skewer Hotpot & BBQ,40.72741,-73.98816,433,3.5,BBQ,New York
Hotel Tortuga,40.73239,-73.98545,498,3.5,Mexican,New York
Houdini Kitchen Laboratory,40.694148,-73.902337,293,4,Italian,New York
House of 'Que,40.74058439,-74.02686786,437,3.5,BBQ,New York
House of Gyro & Shawarma,40.70298179,-73.89516399,46,4,Mediterranean,New York
House of Lasagna,40.7497237,-73.9775697,147,3.5,Italian,New York
House of Que,40.777294,-74.011099,108,3.5,BBQ,New York
Howlin' Taco,40.695,-73.90433,6,4.5,Mexican,New York
Hudson Kebab House,40.78216,-74.01208,130,4.5,Mediterranean,New York
Hummus Inc,40.69121,-73.98331,5,4.5,Mediterranean,New York
Hummus Kitchen,40.76427,-73.98797,765,4,Mediterranean,New York
Hummus Kitchen,40.77636504,-73.95296934,780,4,Mediterranean,New York
Hummus Market,40.715385,-73.944839,166,4.5,Mediterranean,New York
Hummus Place,40.780044,-73.98027,602,4,Mediterranean,New York
Hungry Burrito,40.72164,-73.93835,15,4,Mexican,New York
Hungry Burrito,40.7014612,-73.9051407,44,4,Mexican,New York
Hush Cafe Lounge & Garden,40.727355,-73.892555,77,3.5,Mediterranean,New York
HYUN,40.7474,-73.98444,83,4,BBQ,New York
I Love Panzerotti,40.72901,-74.005,28,4.5,Italian,New York
I Sodi,40.73347473,-74.00501251,331,4,Italian,New York
I Tre Merli,40.73974,-74.00685,64,2.5,Italian,New York
i Trulli,40.74207,-73.98361,353,3.5,Italian,New York
Ibby's Falafel,40.71885,-74.0438099,382,3,Mediterranean,New York
iCook Buffet,40.74326009,-73.88330508,249,3.5,BBQ,New York
Iguana Restaurant & Dance Lounge,40.7642063,-73.9832105,833,3,Mexican,New York
Il Bambino,40.76281,-73.92089,1212,4.5,Italian,New York
IL Brigante,40.707492,-74.002571,380,4,Italian,New York
Il Buco,40.72583,-73.99299,652,4,Italian,New York
Il Buco,40.72583,-73.99299,652,4,Mediterranean,New York
il Buco Alimentari & Vineria,40.7264539,-73.992549,530,3.5,Italian,New York
Il Cantinori,40.73227796,-73.99293218,245,4,Italian,New York
IL Carino Restaurant,40.77945,-73.95019,54,4,Italian,New York
Il Colosseo,40.612231,-73.997545,193,4,Italian,New York
Il Corallo Trattoria,40.7262073,-74.0018919,928,4,Italian,New York
Il Corso,40.762463,-73.977161,330,4.5,Italian,New York
Il Cortile Restaurant,40.718005,-73.998268,514,3.5,Italian,New York
Il Divo,40.76816,-73.959204,50,4,Italian,New York
Il Falco,40.74765957,-73.94553191,277,4.5,Italian,New York
Il Fiorista,40.74413,-73.98955,14,4.5,Mediterranean,New York
Il Forno Hell's Kitchen,40.75912171,-73.98864772,234,3.5,Italian,New York
Il Gattopardo,40.76149946,-73.976309,149,4,Italian,New York
Il Mattone,40.720799,-74.0091255,77,4.5,Italian,New York
Il Mattone Lower East Side,40.7233172,-73.98970889,9,4,Italian,New York
Il Mattone West Village,40.7312509,-74.0065302,38,4.5,Italian,New York
il Miglio Brick Oven Pizzeria & Italian Restaurant,40.7612,-73.9396,20,4,Italian,New York
Il Mulino New York - Downtown,40.729807,-73.999159,536,4,Italian,New York
Il Mulino New York - Tribeca,40.71904,-74.01016,38,4,Italian,New York
Il Mulino New York - Uptown,40.764144,-73.970195,215,3.5,Italian,New York
Il Mulino Prime,40.72224975,-74.00373727,144,3.5,Italian,New York
Il Mulino Prime - Gramercy,40.73875,-73.9885,25,4.5,Italian,New York
Il Passatore,40.71431,-73.94217,368,4,Italian,New York
Il Pastaio Di Eataly,40.74197,-73.9895,16,4,Italian,New York
Il Pesce,40.74218916,-73.9898861,105,3.5,Italian,New York
Il Piccolo Bufalo,40.71883,-73.99781,241,3.5,Italian,New York
Il Porto Ristorante,40.6974427,-73.9675197,310,4,Italian,New York
Il Postino,40.75373,-73.96749,115,3.5,Italian,New York
Il Posto,40.62160492,-73.9052124,59,4,Italian,New York
Il Posto Accanto,40.72238,-73.98403,209,4.5,Italian,New York
Il Punto Ristorante,40.75612,-73.99467,349,4,Italian,New York
Il Riccio,40.77466,-73.95879,73,3,Italian,New York
IL Tartufo Pop-up,40.7418588,-73.9894971,1,5,Italian,New York
Il Tinello Ristorante Italiano,40.76256,-73.97566,265,4.5,Italian,New York
IL Triangolo,40.742591,-73.86736,445,4.5,Italian,New York
Il Violino,40.77506,-73.98087,251,3.5,Italian,New York
ilili,40.74435,-73.98778,2338,4,Mediterranean,New York
ilili Box,40.758712,-73.988281,58,3.5,Mediterranean,New York
ilili Box,40.71897,-74.00102,22,3,Mediterranean,New York
Inatteso Pizzabar Casano,40.7056571,-74.0172056,310,4,Italian,New York
Indian Food & Falafel,40.634593,-74.020967,25,3.5,Mediterranean,New York
Insa,40.6795562,-73.9825175,244,3.5,BBQ,New York
Intermezzo,40.7599,-73.99178,406,3.5,Italian,New York
Isabela Mexican Restaurant,40.649735,-74.009627,28,3.5,Mexican,New York
Island Spice Grill,40.7378,-73.99012,55,3,BBQ,New York
Isle of Capri,40.76283,-73.96602,219,4,Italian,New York
Istanbul Grill,40.73988,-74.00322,126,3.5,Mediterranean,New York
Istanbul Kebab House,40.76256,-73.98941,527,4,Mediterranean,New York
Istanbul Park,40.667868,-73.980688,314,3.5,Mediterranean,New York
Italianissimo Ristorante,40.7764,-73.95205,118,4,Italian,New York
Itzel's Taqueria Deli,40.6994,-73.92319,1,5,Mexican,New York
Izmir Delights Mediterranean Catering,40.75502,-73.96913,3,5,Mediterranean,New York
Izzy's Brooklyn Smokehouse,40.66487,-73.9369,139,4,BBQ,New York
Izzy’s Taqueria,40.66487012,-73.93689997,8,3.5,Mexican,New York
J II Kosher Pizzeria & Ristorante,40.61783,-73.9602,9,3.5,Mediterranean,New York
Jack and Fanny's,40.77577,-73.95369,53,4,Italian,New York
Jack's Wife Freda,40.72213,-73.99756,1848,4,Mediterranean,New York
Jack's Wife Freda,40.729826,-74.003516,829,4,Mediterranean,New York
Jaime's Italian,40.66501102,-74.07204917,1,5,Italian,New York
Jajaja,40.71415303,-73.9904248,852,4.5,Mexican,New York
Jajaja,40.72979,-74.00455,69,4.5,Mexican,New York
jajaja,40.71684,-73.96197,2,5,Mexican,New York
Jalapeños,40.64086897,-74.01477143,41,4,Mexican,New York
Jalapeno King,40.660274,-73.994125,77,4,Mexican,New York
Jalisco Tacos,40.80622,-73.91748,17,4,Mexican,New York
Jardino Restaurant,40.76686,-73.96249,43,5,Italian,New York
Javelina,40.73688126,-73.98738861,449,3.5,Mexican,New York
Javelina,40.7694,-73.95816,86,3.5,Mexican,New York
Jax BBQ,40.75562002,-73.99445012,121,3.5,BBQ,New York
Jayleen's Special Mediterranean Cuisine,40.70578094,-74.00758959,53,4,Mediterranean,New York
Jeannie's,40.7662427,-73.9812435,5,4.5,Italian,New York
Jen Maxine,40.79159927,-74.0039978,3,5,Mexican,New York
Jerk Off The Grill,40.771682,-73.953836,10,3.5,BBQ,New York
Jerusalem Restaurant,40.7997299,-73.96852,165,3,Mediterranean,New York
Jicama NYC,40.74826,-73.988506,19,3.5,Mexican,New York
Jimbo Slims,40.72094504,-73.94651682,34,5,Mexican,New York
Joanne Trattoria,40.77456,-73.98027,487,3.5,Italian,New York
Joe & Pat's Pizzeria,40.72892,-73.98411,149,4,Italian,New York
Joe G Pizza & Restaurant,40.76564,-73.9830099,133,4,Italian,New York
Joe's Restaurant,40.707518,-73.903177,190,4,Italian,New York
John Brown Smokehouse,40.7489,-73.95009,881,4,BBQ,New York
John's of 12th Street,40.730685,-73.985502,671,3.5,Italian,New York
Jolie Cantina,40.683532,-73.992288,405,4,Mexican,New York
Jongro BBQ,40.747514,-73.986884,1837,4,BBQ,New York
Joon Crispy Rice,40.75471639,-73.98675621,3,3.5,Mediterranean,New York
Josefina's Restaurant,40.734255,-73.882604,22,4.5,Mexican,New York
Joseph's Restaurant,40.70499,-74.00961,75,4,Italian,New York
Juquila Kitchen and Bar,40.7532,-73.93436,98,4,Mexican,New York
Juquila Mexican Cuisine,40.74727,-73.88318,161,4,Mexican,New York
K&S BBQ Ramen,40.71842,-73.99148,1,5,BBQ,New York
Kabob Shack,40.71066354,-73.95778305,165,4,Mediterranean,New York
Kahlo,40.75218,-74.0026,83,4.5,Mexican,New York
Kalamaki,40.71684,-73.96197,1,4,Mediterranean,New York
Kang Ho Dong Baekjeong,40.74717358,-73.98521442,1206,4,BBQ,New York
Kaptan's Deck,40.750534,-73.996757,5,5,BBQ,New York
Karen Deli Grocery,40.638714,-74.01738,3,4.5,Mexican,New York
Karvouna Mezze,40.72252,-73.99296,43,4.5,BBQ,New York
Kashkaval Garden,40.766758,-73.986144,557,4,Mediterranean,New York
Kathy The Tamale Lady,40.79862272,-73.94161822,7,4.5,Mexican,New York
Kazuza,40.72602,-73.98393,482,4,Mediterranean,New York
KC Taqueria Coffee Shop,40.70515,-73.89659,37,3,Mexican,New York
Kebab Istanbul,40.7906581,-74.0228635,148,4,Mediterranean,New York
Kefi,40.78332,-73.97946,142,4,Mediterranean,New York
Kellari Taverna,40.75553131,-73.98082733,602,3.5,Mediterranean,New York
Keste,40.73154,-74.00293,1385,4,Italian,New York
Keste Fulton,40.709239,-74.004869,156,4,Italian,New York
Kiki's,40.71449719,-73.99185539,580,4,Mediterranean,New York
Kimchi Bowl,40.74927902,-73.99259186,5,3.5,BBQ,New York
Kimchi Grill,40.6750885,-73.9634982,560,4,BBQ,New York
Kimchi Grill,40.6750885,-73.9634982,560,4,Mexican,New York
Kimchi Taco,40.71121216,-74.01483917,224,3,Mexican,New York
Kindred,40.7265,-73.98666,2,4.5,Italian,New York
King,40.7275,-74.00346,155,3.5,Italian,New York
King Of Falafel & Shawarma,40.762535,-73.926585,3,5,Mediterranean,New York
King of Falafel & Shawarma - Cart,40.75923405,-73.97286495,150,4.5,Mediterranean,New York
King Tacos Mexico,40.757818,-73.866412,23,3,Mexican,New York
Kiss My Slice,40.75576,-73.99052,215,4,Italian,New York
Kobeque,40.74754531,-73.98628433,90,3.5,BBQ,New York
Korilla BBQ,40.69354149,-73.98584234,68,4,BBQ,New York
Korilla BBQ,40.818878,-73.991317,53,3.5,BBQ,New York
Korilla BBQ - Midtown East,40.7601182,-73.9699062,74,3.5,BBQ,New York
Koroni Souvlaki and Grill,40.768544,-73.92121,240,5,Mediterranean,New York
KPOT Korean BBQ & Hot Pot,40.71834,-74.0529,69,4,BBQ,New York
Kurant,40.75971,-73.96521,200,4,Italian,New York
Kwik Meal,40.7567014,-73.9828935,5,4,Mediterranean,New York
Kwikees Cuisine,40.67628498,-73.93067691,6,4,Italian,New York
L Encanto D Lola,40.80014644,-73.95118636,258,3.5,Mexican,New York
L.A. Burrito,40.67967311,-73.96475606,67,3,Mexican,New York
L' Angolo Tribeca,40.71734,-74.01044,121,3.5,Italian,New York
L'a Autentica Panaderia,40.605869,-74.000908,7,3.5,Mexican,New York
L'albero Dei Gelati,40.671932,-73.9836569,265,4.5,Italian,New York
L'Amico NYC,40.747174,-73.989956,421,3.5,Italian,New York
L'Arte Della Pizza Brooklyn,40.677655,-73.979979,13,4.5,Italian,New York
L'Artusi,40.733714,-74.005068,1780,4.5,Italian,New York
La Bamba Taqueria,40.79826881,-73.93957776,7,4.5,Mexican,New York
La Barbona,40.73480198,-74.00079388,6,2,Mexican,New York
La Bella Vita,40.719816,-73.997403,366,4,Italian,New York
La Bienvenida Restaurante,40.7461399,-73.89975,4,4,Mexican,New York
LA Burrito,40.70235,-73.92837,171,3,Mexican,New York
la côte,40.7141973,-74.0398011,114,4,Italian,New York
La Cabana,40.76564,-73.91929,40,4,Mexican,New York
La Cafe,40.75600433,-73.98030853,1,4,Mexican,New York
La Casa de Los Tacos,40.77401049,-74.06321,181,4,Mexican,New York
La Cava,40.75481594,-73.96881321,230,3.5,Italian,New York
La Cemita Restaurant,40.61659241,-73.98539734,29,4,Mexican,New York
La Chona's,40.7593333,-73.9193226,15,3.5,Mexican,New York
La Chula,40.79882,-73.94168,164,4,Mexican,New York
La Chula,40.7748021,-73.87348154,34,2.5,Mexican,New York
La Chula NYC,40.752901,-73.9773022,75,3.5,Mexican,New York
La Cocina De Ana,40.78356483,-74.01526222,1,5,Mexican,New York
La Comadre,40.691377,-73.866042,19,4,Mexican,New York
La Contenta,40.71873,-73.98691,717,4.5,Mexican,New York
La Contenta Oeste,40.7352,-73.99808,194,4,Mexican,New York
La Cucina Mexican Grill And Cantina Bar,40.6477,-74.0074099,16,3.5,Mexican,New York
La Espiga Restaurant,40.7474932,-73.86297324,13,4.5,Mexican,New York
La Esquina - Midtown,40.76429869,-73.9814605,191,4,Mexican,New York
La Esquina - SoHo,40.721372,-73.997529,2017,3.5,Mexican,New York
La Esquina - UES,40.76931317,-73.95775193,137,3.5,Mexican,New York
La Esquina Del Camaron Mexicano,40.74721,-73.88557,37,4.5,Mexican,New York
La Estrella Del Castillo,40.66572571,-73.9511795,30,3,Mexican,New York
La Flaca,40.7165,-73.98763,343,3.5,Mexican,New York
La Flor,40.74434,-73.91141,232,4,Mexican,New York
La Fondita Mexican Restaurant,40.73725125,-73.89568415,4,2,Mexican,New York
La Gioconda,40.7570686,-73.9684186,157,4,Italian,New York
La Goulette,40.71483,-73.96157,306,4.5,Mediterranean,New York
La Gringa Bar and Grill,40.723475,-73.868923,220,4,Mexican,New York
La Guera,40.64719789,-74.00806367,3,3,Mexican,New York
La Lanterna Di Vittorio,40.73069,-74.00015,1438,4,Italian,New York
La Loba Cantina,40.64569,-73.97283,104,4,Mexican,New York
La Locanda,40.71783829,-73.944664,82,4,Italian,New York
La Loncheria,40.702921,-73.929105,56,4.5,Mexican,New York
La Loteria,40.73078655,-74.00418826,313,4,Mexican,New York
La Lune,40.72580673,-73.98377895,9,3,Mediterranean,New York
La Lupe,40.69725,-73.93517,164,3.5,Mexican,New York
La Masseria,40.76086863,-73.9863488,584,4,Italian,New York
La Mela Ristorante,40.719907,-73.997294,756,3.5,Italian,New York
La Mesita Restaurant,40.6992569,-73.9152222,79,4,Mexican,New York
La Mexicana,40.72723836,-74.00588974,3,3.5,Mexican,New York
La Nonna,40.71854678,-73.99758568,263,3.5,Italian,New York
La Nonna Ristorante & Bar,40.71846879,-73.96391855,282,4,Italian,New York
La Nortena II,40.71112,-73.94406,37,2,Mexican,New York
La Palapa,40.727969,-73.985604,683,3.5,Mexican,New York
La Palina Restaurant,40.610958,-73.9788477,176,4,Italian,New York
La Panineria,40.73248762,-73.99675311,190,4,Italian,New York
La Pasadita Taco Truck,40.697104,-73.934752,8,4.5,Mexican,New York
La Pecora Bianca,40.74358,-73.9892,520,4,Italian,New York
La Pecora Bianca,40.75495,-73.9682718,191,3.5,Italian,New York
La Perla Picnic,40.640182,-73.986396,9,4,Mexican,New York
La Piccola Cucina,40.8015,-73.96534,115,4,Italian,New York
La Piedra Del Sol,40.7795,-74.01768,16,5,Mexican,New York
La Pizza & La Pasta,40.742344,-73.989952,366,3.5,Italian,New York
La Pizza & La Pasta,40.71024193,-74.01244604,121,3,Italian,New York
La Placita Oaxaquena,40.69496,-73.9546,8,4,Mexican,New York
La Posada Mexican Food,40.74115,-73.98189,214,3.5,Mexican,New York
La Rosa Del Tepeyac Corporation,40.703918,-73.926828,1,5,Mexican,New York
La Slowteria,40.67505475,-73.99956809,243,4,Mexican,New York
La Sorrentina Ristorante,40.628303,-74.006637,79,3.5,Italian,New York
La Stanza,40.74969,-73.9775,44,4,Italian,New York
La Superior,40.71357,-73.96363,571,3.5,Mexican,New York
la tabun,40.62255,-73.96441,12,4,Mediterranean,New York
La Tapatia Deli Grocery,40.7025,-73.92506,4,4,Mexican,New York
La Troca del Sabor,40.716173,-73.959511,37,4.5,Mexican,New York
La Vela Dining & Bar,40.761082,-73.997872,164,4,Italian,New York
La Villa,40.67433191,-73.98169494,507,4,Italian,New York
La Villa Pizzeria & Restaurant,40.61692,-73.9098,284,3.5,Italian,New York
La Villetta,40.7549171,-73.9650879,80,4,Italian,New York
LaLou,40.680311,-73.967596,35,4.5,Italian,New York
Laly's Restaurant,40.747207,-73.8897241,116,4.5,Mexican,New York
Lamarca Cheese Shop,40.73841,-73.9839499,412,4,Italian,New York
Lan Ting Hotpot,40.637494,-74.010961,225,4.5,BBQ,New York
LaRina Pastificio & Vino,40.69336319,-73.97041321,136,4,Italian,New York
Las Banderas Mexican Restaurant,40.61300517,-73.97357553,9,3.5,Mexican,New York
Las Catrinas Mexican Bar & Eatery,40.76142147,-73.92466495,301,4,Mexican,New York
Las Chelitas,40.62128,-74.00662,19,4.5,Mexican,New York
Las Conchitas Bakery,40.64579,-74.00941,11,4.5,Mexican,New York
Las Delicias Mexicanas,40.79735,-73.94009,62,4,Mexican,New York
Las Margaritas,40.6333399,-74.02719,210,4,Mexican,New York
Las Margaritas Astoria Restaurant,40.7594468,-73.9195285,248,2.5,Mexican,New York
Las Margaritas Restaurant & Bar,40.70541,-73.89673,58,4,Mexican,New York
Las Margaritas Sunset,40.71768055,-73.94497939,40,4,Mexican,New York
Las Panteras Negras,40.79279,-73.9405,30,4.5,Mexican,New York
Las Quesadillas,40.7481079,-73.8805389,8,5,Mexican,New York
Las Quesadillas,40.78961,-74.00813,3,5,Mexican,New York
Las Santas,40.6882,-73.97953,20,5,Mexican,New York
Las Tainas,40.70783377,-73.95584872,11,3.5,Mexican,New York
Las Viandas,40.700604,-73.894066,6,3.5,Mexican,New York
Lasagna Chelsea Restaurant,40.7432418,-73.9996916,497,3.5,Italian,New York
Latin BBQ,40.7588682,-74.0448246,26,4,BBQ,New York
Latino Bites,40.7558072,-73.8825566,32,4,Mexican,New York
Lattanzi Restaurant,40.76079012,-73.99017047,253,3.5,Italian,New York
Lavagna,40.72406,-73.98226,373,4,Italian,New York
Lavash,40.63899,-73.99872,18,4,Mediterranean,New York
Lavatera Grill,40.69126,-73.99072,40,4,Mediterranean,New York
Lavatera Grill Dumbo,40.70274,-73.99355,15,3.5,Mediterranean,New York
LAVO,40.76283,-73.9713,1009,3.5,Italian,New York
Lazy Siu's,40.71261,-73.96077,26,5,BBQ,New York
Lazzara's Pizza,40.754057,-73.989497,259,3.5,Italian,New York
LBK Pizza Napoletana,40.67741,-73.98265,59,4.5,Italian,New York
Le Chateau,40.79095,-74.00493,21,4,Mediterranean,New York
Le Fanfare,40.736202,-73.955558,167,4,Italian,New York
Le Reve,40.759871,-73.971123,280,2.5,Mediterranean,New York
Le Sajj,40.6237164,-74.0248142,100,3.5,Mediterranean,New York
Le Souk Restaurant,40.72793,-73.99928,403,3,Mediterranean,New York
Le Zie,40.74246,-73.9970699,305,3.5,Italian,New York
Lea,40.63932,-73.96799,311,3.5,Italian,New York
Lean Crust,40.6867,-73.97504,120,4,Italian,New York
Leaping Frog Cafe,40.7675926,-73.9707695,2,2.5,Mexican,New York
Legends Bar & Grill,40.750448,-73.89472,106,4,BBQ,New York
Lena's Italian Kitchen,40.742664,-73.977783,133,4,Italian,New York
Leo's Latticini Mama's,40.746219,-73.860061,135,4.5,Italian,New York
Leo's Restaurant,40.703573,-73.926227,62,3.5,Mexican,New York
Leon Bakery Mexican Restaurant,40.762237,-73.990272,51,3.5,Mexican,New York
Leonelli Taberna,40.74398,-73.98698,43,4,Italian,New York
Leonti,40.78084,-73.97669,58,4,Italian,New York
Les Crêpes & Taqueria,40.71544251,-73.98998298,82,4,Mexican,New York
Leslie's Kitchen,40.70136,-73.92663,33,4.5,Mexican,New York
Let's Meat,40.746774,-73.985524,887,4,BBQ,New York
Leuca,40.722121,-73.956678,309,4,Italian,New York
Levante,40.74764,-73.94173,204,4,Italian,New York
Lex Restaurant,40.7825297,-73.9535605,91,3.5,Italian,New York
Lexington Pizza Parlour,40.789283,-73.9487429,186,4,Italian,New York
Leyenda,40.68431,-73.99197,212,4,Mexican,New York
Leyla,40.77882,-73.97834,57,4.5,Mediterranean,New York
Lezzet Mediterranean Turkish Restaurant,40.763478,-73.967816,6,4.5,Mediterranean,New York
Libretto's Pizzeria,40.74727,-73.97721,169,3.5,Italian,New York
Lido,40.80497978,-73.954826,951,4,Italian,New York
Lil' Frankie's,40.723625,-73.988555,1060,4,Italian,New York
Lilia,40.71757,-73.95236,753,4,Italian,New York
Lillo Cucina Italiana,40.69023,-73.99634,118,5,Italian,New York
Limani,40.75938096,-73.97781408,410,4,Mediterranean,New York
Lime Jungle,40.76372251,-73.98908973,91,2.5,Mexican,New York
Lime Jungle Empanadas,40.74320185,-73.99662919,107,3.5,Mexican,New York
Lincoln Ristorante,40.77335901,-73.9835011,562,4,Italian,New York
Lindo Guerrero Restaurant,40.69558,-73.91695,7,4,Mexican,New York
Ling Kee Beef Jerky,40.71466,-73.99148,171,4.5,BBQ,New York
Little Eva's,40.68910631,-74.01803166,43,3,BBQ,New York
Little Forno,40.63586215,-74.02665598,104,4.5,Italian,New York
Little Italy Pizza,40.7605713,-73.9674812,43,4,Italian,New York
Little Italy Pizza,40.79187519,-73.97355415,262,4,Italian,New York
Little Rascal,40.7208633,-73.9950497,218,4,Mediterranean,New York
Lobo Loco,40.62354821,-74.03109075,282,3,Mexican,New York
Local 92,40.726957,-73.9885354,398,4,Mediterranean,New York
Locanda Verde,40.71986013,-74.01003907,1598,4,Italian,New York
Locanda Vini e Olii,40.685007,-73.962943,301,4,Italian,New York
Loi Estiatorio,40.765385,-73.978002,343,4.5,Mediterranean,New York
Lokal 83 Mediterranean Kitchen,40.7842696,-73.9734941,289,4.5,Mediterranean,New York
Lolita's Kitchen,40.78242074,-73.9534502,86,4,Mexican,New York
LongHorn Steakhouse,40.734203,-73.867939,376,3,BBQ,New York
LongHorn Steakhouse,40.66087455,-74.10809186,144,2.5,BBQ,New York
Loquito,40.73917973,-74.03028362,57,4,Mexican,New York
Los Amigos Mexican Restaurant,40.77448273,-73.91236115,130,3,Mexican,New York
Los Cabo's,40.65023,-74.00463,3,2.5,Mexican,New York
Los Cuernos,40.72598,-74.03594,94,3.5,Mexican,New York
Los Dos,40.71617374,-74.03794172,42,3.5,Mexican,New York
Los Feliz,40.71938,-73.98882,455,3,Mexican,New York
Los Mariachis Restaurant,40.637732,-73.968047,108,3.5,Mexican,New York
Los Mariscos,40.74207,-74.00565,541,4.5,Mexican,New York
Los Pollitos III,40.69366,-73.96517,149,2.5,Mexican,New York
Los Portales,40.76317682,-73.92822602,259,4,Mexican,New York
Los Tacos Al Pastor,40.70254,-73.98736,44,3,Mexican,New York
Los Tacos City Habanero,40.74401445,-73.95376881,29,4.5,Mexican,New York
Los Tacos No. 1,40.714282,-74.008675,61,4.5,Mexican,New York
Los Tacos No.1,40.7425547,-74.0060838,2858,4.5,Mexican,New York
Los Tacos No.1,40.7575067,-73.9877717,1581,4.5,Mexican,New York
Los Tacos No.1,40.71424,-74.00869,22,4.5,Mexican,New York
Los Tacos-Mcondo,40.71083234,-73.95095425,287,4,Mexican,New York
Los Tres Chiflados,40.645497,-73.958364,88,4,Mexican,New York
Los Tres Chilitos,40.75021,-74.04619,196,4,Mexican,New York
Los Tres Potrillos,40.65289,-74.00621,67,3,Mexican,New York
Los Viajeros Food Truck,40.76879,-73.9898,60,4.5,Mexican,New York
Louie's Pizza,40.7459,-73.8834,403,4.5,Italian,New York
Loukoumi Taverna,40.77079,-73.90268,435,4.5,Mediterranean,New York
Love & Dough,40.7030253,-73.9874284,154,3,Italian,New York
Lucciola,40.79039,-73.97251,97,3.5,Italian,New York
Luchadores,40.70582,-74.00411,66,3.5,Mexican,New York
Luciano's,40.69416827,-73.98501736,109,2.5,Italian,New York
Lucio Angelita Tacos,40.75945912,-73.96979388,25,4,Mexican,New York
Lucky Cheng's,40.765076,-73.995986,86,3.5,Mexican,New York
Lucky Chicken,40.73644,-73.97922,67,3,BBQ,New York
Lucky Eight,40.639961,-74.00509,201,3.5,BBQ,New York
Lucy's Cantina Royale,40.75175751,-73.99289582,686,2.5,Mexican,New York
Luigi's Gourmet Grill,40.76555,-73.98342,187,3.5,Italian,New York
Luliano's,40.62849,-74.02917,25,4.5,Italian,New York
Lumaca,40.746036,-73.983319,2,3,Italian,New York
Luna Pizza,40.71324568,-73.9986511,80,4,Italian,New York
Luna Restaurant,40.71780304,-74.04439703,153,4,Italian,New York
Luna Ristorante,40.71766,-73.99836,152,3.5,Italian,New York
Luna Rossa,40.776612,-73.950351,109,4,Italian,New York
Lunella Ristorante Italiano,40.720108,-73.997215,217,3.5,Italian,New York
Luntey Commons,40.69010078,-73.98121793,1,4,Mexican,New York
Lupa,40.7276,-74.000045,1501,4,Italian,New York
Lupe's,40.72369,-74.0045776,380,3.5,Mexican,New York
Lupita's Restaurant,40.790205,-73.943136,120,4,Mexican,New York
Lusardi's,40.7724199,-73.9555,187,4,Italian,New York
Luxor Lounge,40.72973,-74.0004,114,2.5,Mediterranean,New York
Luzzo's BK,40.690706,-73.9952269,176,4,Italian,New York
Luzzo's Neapolitan Pizza & Wine Bar,40.7492468,-73.9420071,75,4,Italian,New York
Luzzos La Pizza Napoletana,40.730616,-73.9834846,1029,4,Italian,New York
Mémé Mediterranean,40.736412,-74.00616,577,4,Mediterranean,New York
Mémé Mediterranean,40.760929,-73.994827,271,4,Mediterranean,New York
Móle,40.718819,-73.963455,284,3,Mexican,New York
Mable's Smokehouse & Banquet Hall,40.72118902,-73.95700045,820,4,BBQ,New York
Macareno Central,40.63510111,-74.02359735,4,4.5,Mexican,New York
Macchina,40.74094,-73.98139,116,4,Italian,New York
Macoletta,40.7732423,-73.9164153,108,4.5,Italian,New York
Mad Dog & Beans Mexican Cantina,40.75098,-73.98181,408,4,Mexican,New York
Mad Dog & Beans Mexican Cantina,40.704168,-74.010261,910,3.5,Mexican,New York
Madame Vo BBQ,40.72741,-73.98816,148,4,BBQ,New York
Madangsui,40.75003,-73.985679,668,3.5,BBQ,New York
Made In Mexico Harlem,40.79400721,-73.94023463,105,3.5,Mexican,New York
Maestro Pasta,40.709329,-74.007891,45,4.5,Italian,New York
Maialino,40.738437,-73.985686,1366,4,Italian,New York
Maiella,40.74704166,-73.956579,849,4,Italian,New York
Main House BBQ,40.61184311,-73.91307068,59,4,BBQ,New York
Maison Vivienne New York,40.76309,-73.96868,2,1.5,Mediterranean,New York
Maite,40.69924,-73.926797,175,4,Italian,New York
Maizal Restaurant,40.61831,-74.06958,236,3.5,Mexican,New York
Maizal Restaurant & Tequila Bar,40.759331,-73.926035,295,4,Mexican,New York
Makana BBQ & Poke,40.80034988,-73.96506236,201,3.5,BBQ,New York
Makana Hawaiian & Japanese BBQ,40.79568,-73.93599,161,3,BBQ,New York
Malaparte,40.73687,-74.00812,305,4,Italian,New York
Malatesta Trattoria,40.73285,-74.00847,1227,4,Italian,New York
Malinche Mexican Restaurant,40.663583,-73.951128,7,4.5,Mexican,New York
Mallenche Mexican Grill,40.64911,-73.96427,89,4,Mexican,New York
Mally's 2,40.7038964,-73.9098091,12,4,Mexican,New York
Mally's Deli & Grocery,40.7036972,-73.92644501,38,4.5,Mexican,New York
Mama Capri,40.68332,-73.99264,15,4.5,Italian,New York
Mama Ganoush,40.73564,-73.99409,5,4,Mediterranean,New York
Mama Lupita's Bistro,40.655989,-74.003119,17,5,Mexican,New York
